unnamed_0,company,typename,inches,screenresolution,cpu,ram,memory,gpu,opsys,weight,price
665.0,TOSHIBA,NOTEBOOK,15.6,1366X768,INTEL CORE I3 6100U 2.1GHZ,4GB,128GB SSD,INTEL HD GRAPHICS 520,WINDOWS 10,2.1KG,26533.44
,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
667.0,HP,NOTEBOOK,15.6,FULL HD 1920X1080,INTEL CORE I7 7500U 2.7GHZ,8GB,1TB HDD,AMD RADEON 530,WINDOWS 10,2.1KG,39693.6
668.0,TOSHIBA,NOTEBOOK,15.6,IPS PANEL FULL HD 1920X1080,INTEL CORE I5 7200U 2.5GHZ,8GB,256GB SSD,INTEL HD GRAPHICS 620,WINDOWS 10,2.0KG,67026.24
669.0,ACER,NOTEBOOK,15.6,1366X768,INTEL CORE I3 6006U 2GHZ,4GB,128GB SSD,INTEL HD GRAPHICS 520,LINUX,2.1KG,21951.36
670.0,MICROSOFT,ULTRABOOK,13.5,TOUCHSCREEN 2256X1504,INTEL CORE I7 7600U 2.8GHZ,8GB,256GB SSD,INTEL IRIS PLUS GRAPHICS 640,WINDOWS 10 S,1.252KG,99519.048
671.0,LENOVO,NOTEBOOK,15.6,FULL HD 1920X1080,INTEL CORE I5 7200U 2.5GHZ,8GB,128GB SSD +  1TB HDD,AMD RADEON R5 M430,WINDOWS 10,1.90KG,43580.376
672.0,LENOVO,2 IN 1 CONVERTIBLE,13.3,IPS PANEL FULL HD / TOUCHSCREEN 1920X1080,INTEL CORE I5 7200U 2.5GHZ,8GB,256GB SSD,INTEL HD GRAPHICS 620,WINDOWS 10,1.3KG,55091.52
673.0,LENOVO,NOTEBOOK,35.6,1366X768,AMD E-SERIES E2-9000 2.2GHZ,4GB,128GB SSD,AMD RADEON R2 GRAPHICS,WINDOWS 10,2.2KG,18594.72
674.0,HP,2 IN 1 CONVERTIBLE,14,IPS PANEL FULL HD / TOUCHSCREEN 1920X1080,INTEL CORE I3 7100U 2.4GHZ,4GB,128GB SSD,NVIDIA GEFORCE 940MX,WINDOWS 10,1.63KG,37242.72
675.0,MSI,GAMING,15.6,FULL HD 1920X1080,INTEL CORE I7 7700HQ 2.8GHZ,16GB,256GB SSD +  1TB HDD,NVIDIA GEFORCE GTX 1050,WINDOWS 10,2.4KG,68944.32
676.0,ASUS,ULTRABOOK,14,FULL HD 1920X1080,INTEL CORE I5 7200U 2.5GHZ,8GB,256GB SSD,INTEL HD GRAPHICS 620,WINDOWS 10,1.1KG,60472.8
677.0,HP,2 IN 1 CONVERTIBLE,11.6,TOUCHSCREEN 1366X768,INTEL CELERON DUAL CORE N3350 1.1GHZ,8GB,64GB FLASH STORAGE,INTEL HD GRAPHICS 500,CHROME OS,1.4KG,26373.6
678.0,LG,ULTRABOOK,15.6,IPS PANEL FULL HD 1920X1080,INTEL CORE I7 8550U 1.8GHZ,8GB,512GB SSD,INTEL HD GRAPHICS 620,WINDOWS 10,1.09KG,122490.72
679.0,ACER,GAMING,15.6,FULL HD 1920X1080,INTEL CORE I5 7300HQ 2.5GHZ,16GB,256GB SSD,NVIDIA GEFORCE GTX 1050 TI,WINDOWS 10,2.5KG,69210.72
680.0,MSI,GAMING,15.6,FULL HD 1920X1080,INTEL CORE I5 7300HQ 2.5GHZ,8GB,256GB SSD,NVIDIA GEFORCE GTX 1050,WINDOWS 10,2.2KG,53168.112
681.0,ASUS,NOTEBOOK,15.6,1366X768,INTEL CELERON DUAL CORE N3350 1.1GHZ,4GB,128GB SSD,INTEL HD GRAPHICS 500,WINDOWS 10,1.86KG,22324.32
682.0,DELL,GAMING,15.6,FULL HD 1920X1080,INTEL CORE I5 7300HQ 2.5GHZ,16GB,128GB SSD +  1TB HDD,NVIDIA GEFORCE GTX 1060,WINDOWS 10,3.21KG,109277.28
683.0,HP,NOTEBOOK,17.3,IPS PANEL FULL HD 1920X1080,INTEL CORE I3 6006U 2GHZ,4GB,256GB SSD,AMD RADEON R5 520,WINDOWS 10,2.5KG,37242.72
684.0,LENOVO,2 IN 1 CONVERTIBLE,13.3,IPS PANEL FULL HD / TOUCHSCREEN 1920X1080,INTEL CORE I7 8550U 1.8GHZ,8GB,512GB SSD,INTEL UHD GRAPHICS 620,WINDOWS 10,1.19KG,79866.72
685.0,DELL,GAMING,15.6,FULL HD 1920X1080,INTEL CORE I7 7820HK 2.9GHZ,16GB,256GB SSD +  1TB HDD,NVIDIA GEFORCE GTX 1070,WINDOWS 10,3.49KG,149916.6
686.0,HP,NOTEBOOK,15.6,1366X768,INTEL CORE I5 7200U 2.5GHZ,4GB,500GB HDD,AMD RADEON 520,WINDOWS 10,1.86KG,32639.8608
687.0,DELL,NOTEBOOK,15.6,1366X768,INTEL CORE I3 6006U 2GHZ,4GB,1TB HDD,AMD RADEON R5 M430,WINDOWS 10,2.2KG,29073.2976
688.0,HP,NOTEBOOK,17.3,IPS PANEL FULL HD 1920X1080,AMD A10-SERIES 9600P 2.4GHZ,6GB,2TB HDD,AMD RADEON R7 M440,WINDOWS 10,2.65KG,30316.32
689.0,LENOVO,NOTEBOOK,15.6,1366X768,INTEL CELERON DUAL CORE 3855U 1.6GHZ,4GB,500GB HDD,INTEL HD GRAPHICS 510,WINDOWS 10,2.1KG,16943.04
690.0,ACER,NOTEBOOK,14,1366X768,INTEL CELERON DUAL CORE 3855U 1.6GHZ,4GB,32GB FLASH STORAGE,INTEL HD GRAPHICS 510,CHROME OS,1.45KG,19980.0
691.0,LENOVO,NOTEBOOK,14,FULL HD 1920X1080,INTEL CORE I5 7200U 2.5GHZ,4GB,256GB SSD,INTEL HD GRAPHICS 620,WINDOWS 10,1.7KG,37242.72
692.0,HP,WORKSTATION,17.3,FULL HD 1920X1080,INTEL CORE I7 7700HQ 2.8GHZ,8GB,500GB HDD,NVIDIA QUADRO M1200,WINDOWS 10,3.14KG,101657.7072
693.0,LENOVO,2 IN 1 CONVERTIBLE,14,TOUCHSCREEN 2560X1440,INTEL CORE I7 7500U 2.7GHZ,8GB,256GB SSD,INTEL HD GRAPHICS 620,WINDOWS 10,1.42KG,137995.2
694.0,TOSHIBA,NOTEBOOK,13.3,IPS PANEL FULL HD 1920X1080,INTEL CORE I5 7200U 2.5GHZ,8GB,256GB SSD,INTEL HD GRAPHICS 620,WINDOWS 10,1.5KG,51841.44
695.0,ACER,NETBOOK,11.6,1366X768,INTEL CELERON DUAL CORE N3050 1.6GHZ,4GB,32GB FLASH STORAGE,INTEL HD GRAPHICS,WINDOWS 10,1.4KG,14332.32
696.0,LENOVO,2 IN 1 CONVERTIBLE,14,FULL HD / TOUCHSCREEN 1920X1080,INTEL CORE I7 7500U 2.7GHZ,16GB,512GB SSD,INTEL HD GRAPHICS 620,WINDOWS 10,1.38KG,93186.72
697.0,ASUS,2 IN 1 CONVERTIBLE,12.5,FULL HD / TOUCHSCREEN 1920X1080,INTEL CORE M M3-6Y30 0.9GHZ,4GB,64GB FLASH STORAGE,INTEL HD GRAPHICS 515,CHROME OS,1.2KG,35644.32
698.0,TOSHIBA,ULTRABOOK,13.3,FULL HD / TOUCHSCREEN 1920X1080,INTEL CORE I7 6500U 2.5GHZ,16GB,512GB SSD,INTEL HD GRAPHICS 520,WINDOWS 10,1.36KG,100006.56
,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
700.0,DELL,GAMING,15.6,FULL HD 1920X1080,INTEL CORE I5 7300HQ 2.5GHZ,8GB,1TB HDD,NVIDIA GEFORCE GTX 1050,WINDOWS 10,2.56KG,43636.32
701.0,LENOVO,NOTEBOOK,15.6,FULL HD 1920X1080,AMD A9-SERIES 9420 2.9GHZ,4GB,256GB SSD,AMD RADEON 530,WINDOWS 10,2.2KG,21258.72
702.0,LENOVO,NOTEBOOK,15.6,1366X768,AMD A12-SERIES 9720P 3.6GHZ,8GB,1TB HDD,AMD RADEON R7,WINDOWS 10,2.2KG,22857.12
703.0,LENOVO,NOTEBOOK,15.6,FULL HD 1920X1080,INTEL CORE I5 7200U 2.5GHZ,4GB,1TB HDD +  1TB HDD,INTEL HD GRAPHICS 620,WINDOWS 10,2.1KG,33110.856
704.0,LENOVO,NOTEBOOK,15.6,1366X768,INTEL CORE I3 6006U 2GHZ,4GB,500GB HDD,INTEL HD GRAPHICS 520,NO OS,1.90KG,23976.0
705.0,DELL,NOTEBOOK,15.6,FULL HD 1920X1080,INTEL CORE I5 7200U 2.5GHZ,8GB,256GB SSD,INTEL HD GRAPHICS 620,WINDOWS 10,2.18KG,42357.6
706.0,ACER,2 IN 1 CONVERTIBLE,13.3,IPS PANEL FULL HD / TOUCHSCREEN 1920X1080,INTEL CORE I5 8250U 1.6GHZ,1GB,256GB SSD,INTEL UHD GRAPHICS 620,WINDOWS 10,1.6KG,53226.72
707.0,LENOVO,WORKSTATION,15.6,FULL HD 1920X1080,INTEL CORE I7 6500U 2.5GHZ,16GB,512GB SSD,NVIDIA QUADRO M520M,WINDOWS 7,2.18KG,98834.4
708.0,LENOVO,NOTEBOOK,14,FULL HD 1920X1080,INTEL CORE I5 6300HQ 2.3GHZ,8GB,256GB SSD,INTEL HD GRAPHICS 520,WINDOWS 10,1.8KG,63456.48
709.0,HP,NOTEBOOK,17.3,IPS PANEL FULL HD 1920X1080,AMD A10-SERIES 9620P 2.5GHZ,6GB,2TB HDD,AMD RADEON 530,WINDOWS 10,2.71KG,34898.9328
710.0,LENOVO,GAMING,15.6,IPS PANEL FULL HD 1920X1080,INTEL CORE I7 7700HQ 2.8GHZ,8GB,128GB SSD +  1TB HDD,NVIDIA GEFORCE GTX 1050 TI,WINDOWS 10,2.5KG,66546.72
711.0,DELL,NOTEBOOK,14,FULL HD 1920X1080,INTEL CORE I5 7440HQ 2.8GHZ,8GB,256GB SSD,NVIDIA GEFORCE 930MX,LINUX,1.64KG,58021.92
712.0,DELL,NOTEBOOK,15.6,FULL HD 1920X1080,INTEL CORE I5 7200U 2.5GHZ,8GB,1TB HDD,INTEL HD GRAPHICS 620,LINUX,1.98KG,38681.28
713.0,ASUS,NOTEBOOK,14,FULL HD 1920X1080,INTEL CELERON DUAL CORE N3350 1.1GHZ,4GB,32GB FLASH STORAGE,INTEL HD GRAPHICS 500,WINDOWS 10,1.5KG,15877.44
714.0,DELL,NOTEBOOK,15.6,FULL HD 1920X1080,INTEL CORE I5 7300U 2.6GHZ,16GB,512GB SSD,INTEL HD GRAPHICS 620,WINDOWS 10,1.93KG,76012.4448
715.0,LENOVO,NOTEBOOK,14,IPS PANEL FULL HD 1920X1080,INTEL CORE I5 7200U 2.5GHZ,8GB,256GB SSD,NVIDIA GEFORCE 920MX,WINDOWS 10,1.87KG,45664.6896
716.0,DELL,NOTEBOOK,15.6,FULL HD 1920X1080,INTEL CORE I5 7300U 2.6GHZ,8GB,256GB SSD,INTEL HD GRAPHICS 620,WINDOWS 10,1.9KG,62817.12
717.0,LENOVO,NOTEBOOK,15.6,1366X768,AMD A6-SERIES 7310 2GHZ,4GB,500GB HDD,AMD RADEON R4,WINDOWS 10,2.19KG,15877.44
718.0,MEDIACOM,NOTEBOOK,14,IPS PANEL FULL HD 1920X1200,INTEL ATOM Z8350 1.92GHZ,4GB,32GB HDD,INTEL HD GRAPHICS 400,WINDOWS 10,1.4KG,14119.2
719.0,HP,NOTEBOOK,17.3,FULL HD 1920X1080,INTEL CORE I7 7500U 2.7GHZ,8GB,256GB SSD,NVIDIA GEFORCE 930MX,WINDOWS 10,2.63KG,63936.0
720.0,LENOVO,ULTRABOOK,14,IPS PANEL QUAD HD+ 2560X1440,INTEL CORE I7 6500U 2.5GHZ,64GB,512GB SSD,INTEL HD GRAPHICS 520,WINDOWS 10,1.17KG,89864.1792
721.0,HP,2 IN 1 CONVERTIBLE,13.3,IPS PANEL TOUCHSCREEN 1366X768,INTEL CORE I5 7200U 2.5GHZ,8GB,256GB SSD,INTEL HD GRAPHICS 620,WINDOWS 10,1.58KG,44574.048
722.0,LENOVO,ULTRABOOK,14,IPS PANEL FULL HD 1920X1080,INTEL CORE I5 7200U 2.5GHZ,8GB,256GB SSD,INTEL HD GRAPHICS 620,WINDOWS 10,1.32KG,79866.72
723.0,DELL,GAMING,17.3,4K ULTRA HD 3840X2160,INTEL CORE I7 7700HQ 2.8GHZ,32GB,1TB SSD +  1TB HDD,NVIDIA GEFORCE GTX 1070,WINDOWS 10,4.36KG,194972.832
724.0,MSI,GAMING,17.3,FULL HD 1920X1080,INTEL CORE I7 7700HQ 2.8GHZ,8GB,128GB SSD +  1TB HDD,NVIDIA GEFORCE GTX 1050 TI,WINDOWS 10,2.7KG,71847.0144
725.0,LENOVO,NOTEBOOK,15.6,1366X768,INTEL CORE I5 7200U 2.5GHZ,4GB,1TB HDD,INTEL HD GRAPHICS 620,NO OS,1.9KG,26101.872
,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
727.0,DELL,2 IN 1 CONVERTIBLE,13.3,FULL HD / TOUCHSCREEN 1920X1080,INTEL CORE I3 7100U 2.4GHZ,4GB,1TB HDD,INTEL HD GRAPHICS 620,WINDOWS 10,1.71KG,34578.72
728.0,DELL,NOTEBOOK,15.6,1366X768,INTEL CORE I5 7200U 2.5GHZ,8GB,1TB HDD,AMD RADEON R7 M445,LINUX,2.32KG,31409.6256
729.0,HP,NOTEBOOK,15.6,FULL HD 1920X1080,AMD A9-SERIES 9420 3GHZ,4GB,1TB HDD,AMD RADEON 520,WINDOWS 10,2.1KG,26053.92
730.0,ACER,GAMING,17.3,IPS PANEL FULL HD 1920X1080,INTEL CORE I7 6700HQ 2.6GHZ,16GB,128GB SSD +  1TB HDD,NVIDIA GEFORCE GTX 1060,WINDOWS 10,4.2KG,103096.8
731.0,DELL,NOTEBOOK,15.6,1366X768,INTEL CORE I5 7200U 2.5GHZ,12GB,1TB HDD,INTEL HD GRAPHICS 620,WINDOWS 10,2.25KG,34578.72
732.0,HP,NOTEBOOK,15.6,FULL HD 1920X1080,AMD A9-SERIES A9-9420 3GHZ,6GB,128GB SSD +  1TB HDD,AMD RADEON 520,WINDOWS 10,2.1KG,34632.0
733.0,ACER,NOTEBOOK,15.6,1366X768,INTEL CORE I5 7200U 2.5GHZ,4GB,500GB HDD,INTEL HD GRAPHICS 620,WINDOWS 10,2.4KG,29783.52
734.0,LENOVO,NOTEBOOK,13.3,IPS PANEL FULL HD 1920X1080,INTEL CORE I5 7200U 2.5GHZ,8GB,256GB SSD,INTEL HD GRAPHICS 620,WINDOWS 10,1.44KG,51148.8
735.0,LENOVO,NOTEBOOK,15.6,FULL HD 1920X1080,INTEL CORE I7 7500U 2.7GHZ,4GB,1TB HDD,INTEL HD GRAPHICS 620,WINDOWS 10,1.85KG,41505.12
736.0,HP,WORKSTATION,15.6,FULL HD 1920X1080,INTEL CORE I7 7700HQ 2.8GHZ,16GB,256GB SSD,NVIDIA QUADRO M2200,WINDOWS 10,2.6KG,128884.32
737.0,DELL,2 IN 1 CONVERTIBLE,13.3,FULL HD / TOUCHSCREEN 1920X1080,INTEL CORE I5 8250U 1.6GHZ,8GB,1TB HDD,INTEL UHD GRAPHICS 620,WINDOWS 10,1.55KG,35111.52
738.0,MSI,GAMING,15.6,FULL HD 1920X1080,INTEL CORE I7 7700HQ 2.8GHZ,16GB,256GB SSD +  1TB HDD,NVIDIA GEFORCE GTX 1060,WINDOWS 10,1.8KG,111593.8944
739.0,ACER,NOTEBOOK,15.6,1366X768,INTEL CORE I3 6006U 2GHZ,4GB,500GB HDD,INTEL HD GRAPHICS 520,WINDOWS 10,2.4KG,21887.424
740.0,DELL,NOTEBOOK,15.6,FULL HD 1920X1080,INTEL CORE I7 7500U 2.7GHZ,8GB,128GB SSD +  1TB HDD,NVIDIA GEFORCE 940MX,WINDOWS 10,2.0KG,64308.96
741.0,DELL,NOTEBOOK,15.6,1366X768,INTEL CORE I3 6006U 2GHZ,8GB,256GB SSD,INTEL HD GRAPHICS 520,WINDOWS 10,2KG,35431.2
742.0,TOSHIBA,NOTEBOOK,14,IPS PANEL FULL HD / TOUCHSCREEN 1920X1080,INTEL CORE I5 7200U 2.5GHZ,8GB,256GB SSD,INTEL HD GRAPHICS 620,WINDOWS 10,1.25KG,81784.8
743.0,LENOVO,2 IN 1 CONVERTIBLE,14,FULL HD / TOUCHSCREEN 1920X1080,INTEL CORE I5 7200U 2.5GHZ,8GB,256GB SSD,INTEL HD GRAPHICS 620,WINDOWS 10,1.7KG,53226.72
744.0,LENOVO,WORKSTATION,15.6,IPS PANEL 4K ULTRA HD 3840X2160,INTEL CORE I7 7600U 2.8GHZ,16GB,1TB SSD,NVIDIA QUADRO M520M,WINDOWS 10,2.5KG,175770.72
745.0,ACER,NOTEBOOK,14,1366X768,INTEL CELERON DUAL CORE N3060 1.6GHZ,2GB,32GB FLASH STORAGE,INTEL HD GRAPHICS 400,CHROME OS,1.68KG,17582.4
746.0,SAMSUNG,ULTRABOOK,13.3,FULL HD 1920X1080,INTEL CORE I7 7500U 2.7GHZ,16GB,256GB SSD,INTEL HD GRAPHICS 620,WINDOWS 10,0.81KG,87858.72
,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
748.0,DELL,NOTEBOOK,14,1366X768,INTEL CORE I5 7200U 2.5GHZ,8GB,256GB SSD,INTEL HD GRAPHICS 620,WINDOWS 10,1.6KG,60031.1088
749.0,HP,WORKSTATION,17.3,IPS PANEL FULL HD 1920X1080,INTEL XEON E3-1535M V5 2.9GHZ,16GB,256GB SSD,NVIDIA QUADRO M2000M,WINDOWS 7,3KG,233845.92
750.0,LENOVO,NETBOOK,11.6,TOUCHSCREEN 1366X768,INTEL CELERON DUAL CORE N3060 1.6GHZ,4GB,128GB SSD,INTEL HD GRAPHICS 400,WINDOWS 10,1.4KG,25308.0
751.0,HP,NOTEBOOK,15.6,FULL HD 1920X1080,INTEL CORE I5 6300U 2.4GHZ,8GB,256GB SSD,INTEL HD GRAPHICS 520,WINDOWS 10,1.84KG,101232.0
752.0,ASUS,NOTEBOOK,15.6,1366X768,INTEL CORE I5 6300HQ 2.3GHZ,4GB,1TB HDD,NVIDIA GEFORCE GTX 950M,NO OS,2.45KG,30849.12
,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
754.0,ASUS,NOTEBOOK,15.6,1366X768,INTEL CORE I7 7500U 2.7GHZ,4GB,256GB SSD,INTEL HD GRAPHICS 620,WINDOWS 10,2.37KG,45282.672
755.0,LENOVO,2 IN 1 CONVERTIBLE,13.3,IPS PANEL QUAD HD+ / TOUCHSCREEN 3200X1800,INTEL CORE I5 6260U 1.8GHZ,8GB,256GB SSD,INTEL HD GRAPHICS 540,WINDOWS 10,1.3KG,63882.72
756.0,HP,NOTEBOOK,15.6,IPS PANEL FULL HD 1920X1080,INTEL CORE I5 7300HQ 2.5GHZ,8GB,128GB SSD +  1TB HDD,NVIDIA GEFORCE GTX 1050,WINDOWS 10,2.2KG,58554.72
757.0,HP,WORKSTATION,15.6,FULL HD 1920X1080,INTEL CORE I7 6700HQ 2.6GHZ,8GB,256GB SSD,NVIDIA QUADRO M1000M,WINDOWS 7,2.59KG,83170.08
758.0,DELL,GAMING,15.6,IPS PANEL 4K ULTRA HD 3840X2160,INTEL CORE I7 7700HQ 2.8GHZ,16GB,256GB SSD +  1TB HDD,NVIDIA GEFORCE GTX 1070,WINDOWS 10,4.42KG,152859.7872
759.0,ACER,NOTEBOOK,15.6,1366X768,INTEL CORE I5 7200U 2.5GHZ,4GB,256GB SSD,INTEL HD GRAPHICS 620,WINDOWS 10,2.1KG,31914.72
760.0,LENOVO,GAMING,15.6,IPS PANEL FULL HD 1920X1080,INTEL CORE I7 7700HQ 2.8GHZ,8GB,128GB SSD +  1TB HDD,NVIDIA GEFORCE GTX 1050,WINDOWS 10,2.5KG,55837.44
761.0,DELL,ULTRABOOK,12.5,FULL HD 1920X1080,INTEL CORE I7 7600U 2.8GHZ,16GB,256GB SSD,INTEL HD GRAPHICS 620,WINDOWS 10,1.18KG,99047.52
762.0,GOOGLE,ULTRABOOK,12.3,TOUCHSCREEN 2400X1600,INTEL CORE I5 7Y57 1.2GHZ,8GB,256GB SSD,INTEL HD GRAPHICS 615,CHROME OS,1.1KG,83063.52
763.0,ASUS,ULTRABOOK,13.3,IPS PANEL QUAD HD+ 3200X1800,INTEL CORE I5 7200U 2.5GHZ,8GB,256GB SSD,INTEL HD GRAPHICS 620,WINDOWS 10,1.2KG,60153.12
764.0,DELL,NOTEBOOK,13.3,1366X768,INTEL CORE I3 6006U 2GHZ,4GB,500GB HDD,INTEL HD GRAPHICS 520,WINDOWS 10,1.65KG,45234.72
765.0,ACER,NOTEBOOK,13.3,1366X768,INTEL CORE I5 6200U 2.3GHZ,4GB,128GB SSD,INTEL HD GRAPHICS 520,WINDOWS 10,1.6KG,34898.4
766.0,ASUS,NOTEBOOK,17.3,1366X768,INTEL PENTIUM QUAD CORE N4200 1.1GHZ,4GB,1TB HDD,NVIDIA GEFORCE 920MX,WINDOWS 10,2.8KG,25059.7152
767.0,DELL,GAMING,15.6,IPS PANEL TOUCHSCREEN / 4K ULTRA HD 3840X2160,INTEL CORE I7 6700HQ 2.6GHZ,16GB,128GB SSD +  1TB HDD,NVIDIA GEFORCE GTX 960M,WINDOWS 10,2.72KG,58554.72
768.0,SAMSUNG,ULTRABOOK,13.3,FULL HD / TOUCHSCREEN 1920X1080,INTEL CORE I7 7500U 2.7GHZ,8GB,256GB SSD,INTEL HD GRAPHICS 620,WINDOWS 10,1.31KG,85194.72
769.0,ACER,NOTEBOOK,15.6,1366X768,INTEL PENTIUM QUAD CORE N4200 1.1GHZ,4GB,1TB HDD,INTEL HD GRAPHICS 505,LINUX,2.1KG,15877.44
770.0,DELL,NOTEBOOK,15.6,FULL HD 1920X1080,INTEL CORE I7 7500U 2.7GHZ,16GB,?,AMD RADEON R7 M445,WINDOWS 10,2.3KG,62938.0656
771.0,SAMSUNG,2 IN 1 CONVERTIBLE,15,FULL HD / TOUCHSCREEN 1920X1080,INTEL CORE I7 7500U 2.7GHZ,16GB,256GB SSD,AMD RADEON 540,WINDOWS 10,1.71KG,95850.72
772.0,TOSHIBA,NOTEBOOK,14,IPS PANEL 1366X768,INTEL CORE I5 6200U 2.3GHZ,4GB,128GB SSD,INTEL HD GRAPHICS 520,WINDOWS 10,1.75KG,54345.6
773.0,DELL,GAMING,15.6,FULL HD 1920X1080,INTEL CORE I7 7700HQ 2.8GHZ,8GB,1TB HDD,NVIDIA GEFORCE GTX 1050,WINDOWS 10,2.62KG,58554.72
,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
775.0,ASUS,2 IN 1 CONVERTIBLE,15.6,FULL HD / TOUCHSCREEN 1920X1080,INTEL CORE I7 7500U 2.7GHZ,12GB,2TB HDD,NVIDIA GEFORCE 940MX,WINDOWS 10,2.3KG,44701.92
776.0,LENOVO,NOTEBOOK,15.6,4K ULTRA HD 3840X2160,INTEL CORE I7 6820HQ 2.7GHZ,16GB,512GB SSD,NVIDIA QUADRO M2000M,WINDOWS 7,2.5KG,126273.6
777.0,ACER,NOTEBOOK,14,IPS PANEL FULL HD 1920X1080,INTEL CORE I3 7100U 2.4GHZ,4GB,128GB SSD,INTEL HD GRAPHICS 620,WINDOWS 10,1.8KG,33886.08
778.0,RAZER,GAMING,14,FULL HD 1920X1080,INTEL CORE I7 7700HQ 2.8GHZ,16GB,512GB SSD,NVIDIA GEFORCE GTX 1060,WINDOWS 10,1.95KG,154458.72
779.0,ASUS,NOTEBOOK,15.6,1920X1080,INTEL PENTIUM DUAL CORE N4200 1.1GHZ,8GB,128GB SSD,INTEL HD GRAPHICS 505,WINDOWS 10,2KG,31003.632
780.0,DELL,GAMING,17.3,IPS PANEL FULL HD 1920X1080,INTEL CORE I7 7700HQ 2.8GHZ,32GB,1TB SSD +  1TB HDD,NVIDIA GEFORCE GTX 1070M,WINDOWS 10,4.42KG,191211.264
781.0,ASUS,GAMING,17.3,IPS PANEL FULL HD 1920X1080,INTEL CORE I7 6700HQ 2.6GHZ,16GB,256GB SSD +  1TB HDD,NVIDIA GEFORCE GTX 1070,WINDOWS 10,4.3KG,125208.0
782.0,TOSHIBA,ULTRABOOK,14,IPS PANEL FULL HD 1920X1080,INTEL CORE I7 6600U 2.6GHZ,16GB,512GB SSD,NVIDIA GEFORCE 930M,WINDOWS 10,1.47KG,93985.92
783.0,LENOVO,NOTEBOOK,15.6,1366X768,INTEL CELERON QUAD CORE N3710 1.6GHZ,8GB,1TB HDD,INTEL HD GRAPHICS 405,NO OS,2.2KG,17529.12
784.0,LENOVO,ULTRABOOK,14,FULL HD 1920X1080,INTEL CORE I7 7500U 2.7GHZ,16GB,512GB SSD,INTEL HD GRAPHICS 620,WINDOWS 10,1.7KG,122490.72
785.0,MSI,GAMING,14,IPS PANEL FULL HD 1920X1080,INTEL CORE I7 7700HQ 2.8GHZ,16GB,256GB SSD +  1TB HDD,NVIDIA GEFORCE GTX 1060,WINDOWS 10,1.6KG,100752.48
786.0,MSI,GAMING,15.6,FULL HD 1920X1080,INTEL CORE I5 7300HQ 2.5GHZ,8GB,128GB SSD +  1TB HDD,NVIDIA GEFORCE GTX 1050,WINDOWS 10,2.2KG,58021.92
787.0,LENOVO,GAMING,15.6,IPS PANEL FULL HD 1920X1080,INTEL CORE I7 7700HQ 2.8GHZ,4GB,1TB HDD,NVIDIA GEFORCE GTX 1050,WINDOWS 10,2.4KG,53226.72
788.0,ACER,GAMING,17.3,IPS PANEL FULL HD 1920X1080,INTEL CORE I7 7700HQ 2.8GHZ,16GB,256GB SSD +  1TB HDD,NVIDIA GEFORCE GTX 1060,WINDOWS 10,4.2KG,122490.72
789.0,DELL,GAMING,15.6,FULL HD 1920X1080,INTEL CORE I5 7300HQ 2.5GHZ,8GB,256GB SSD,NVIDIA GEFORCE GTX 1050,WINDOWS 10,2.62KG,52480.8
790.0,ASUS,GAMING,15.6,FULL HD 1920X1080,INTEL CORE I7 7700HQ 2.8GHZ,8GB,128GB SSD +  1TB HDD,NVIDIA GEFORCE GTX1060,WINDOWS 10,2.24KG,71341.92
791.0,VERO,NOTEBOOK,14,1920X1080,INTEL CELERON DUAL CORE N3350 1.1GHZ,4GB,32GB FLASH STORAGE,INTEL HD GRAPHICS 500,WINDOWS 10,1.22KG,10810.512
792.0,LENOVO,2 IN 1 CONVERTIBLE,13.3,IPS PANEL FULL HD / TOUCHSCREEN 1920X1080,INTEL CORE I7 7500U 2.7GHZ,8GB,512GB SSD,INTEL HD GRAPHICS 620,WINDOWS 10,1.37KG,104961.6
793.0,LENOVO,2 IN 1 CONVERTIBLE,15.6,FULL HD / TOUCHSCREEN 1920X1080,INTEL CORE I5 7200U 2.5GHZ,8GB,256GB SSD,AMD RADEON R7 M460,WINDOWS 10,2.08KG,51095.52
794.0,APPLE,ULTRABOOK,12,IPS PANEL RETINA DISPLAY 2304X1440,INTEL CORE M 1.2GHZ,8GB,512GB FLASH STORAGE,INTEL HD GRAPHICS 5300,MAC OS X,0.920KG,62071.2
795.0,LENOVO,2 IN 1 CONVERTIBLE,14,IPS PANEL TOUCHSCREEN 2560X1440,INTEL CORE I5 7200U 2.5GHZ,8GB,256GB SSD,INTEL HD GRAPHICS 620,WINDOWS 10,1.42KG,124142.4
796.0,ASUS,NOTEBOOK,14,1366X768,INTEL CELERON DUAL CORE N3350 1.1GHZ,4GB,32GB FLASH STORAGE,INTEL HD GRAPHICS 500,WINDOWS 10,1.63KG,15930.72
797.0,DELL,NOTEBOOK,15.6,1366X768,INTEL CORE I5 7200U 2.5GHZ,8GB,128GB SSD,INTEL HD GRAPHICS 620,WINDOWS 10,1.95KG,43156.8
